Channel,Video Title,Video Description,Video ID,Comment,Comment ID,Replies,Likes,clean_comments,language
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Looks like the guy is going bonkers! He speaks of international control of Russian nuclear weapons and facilities!
Though it is a great idea to have international control of all nuclear weapons and facilities in the world in a mutually verifiable and controlled manner so that no one can use them under any circumstances.
I think there was one system between Russia and USA for such mutually verifiable though not controllable till very recently till it was scrapped by one of the less sane presidents of USA.
The only major country unwilling for a treaty on cyber attacks, hacking etc appears to be usa. I find china and Russia have been proposing repeatedly for a treaty on cyber matters that applies equally to all countries.
Perhaps usa can never accept to be an equal country with anyone in any matter holding up the flag of American exceptionalism .
So the Ukraine war, May lay down some good ground on  how far a military alliance can go near the border of another super power, and If so called sovereign countries really have the sovereign power to enter and station, receive and export arms as they line based on their choices.
Will usa and UK and European Union accept that kind of sovereignty? 
Perhaps some Russian and Chinese and Iranian presence in Venezuela  and Cuba to begin with and expanded to other South American countries willing to partner with them, then Asia and one day soon some place in Europe in the middle of Western Europe.
If Finland and Norway join NATO that may be next expected thing! 
Will usa and europe accept that or threaten nuclear war against China and Russia.
A usa destroyer seems to be passing through Taiwan straights!
May be some day soon Russian and Chinese ships will pass usa and European coasts in international waters in a similar manner. 
The world military affairs can really get very democratic, each sailing close to others and so no wars!
Wonderful idea!",UgwvCmgTj3vr6ZJetWt4AaABAg,1,0,"Looks like the guy is going bonkers! He speaks of international control of Russian nuclear weapons and facilities!
Though it is a great idea to have international control of all nuclear weapons and facilities in the world in a mutually verifiable and controlled manner so that no one can use them under any circumstances.
I think there was one system between Russia and USA for such mutually verifiable though not controllable till very recently till it was scrapped by one of the less sane presidents of USA.
The only major country unwilling for a treaty on cyber attacks, hacking etc appears to be usa. I find china and Russia have been proposing repeatedly for a treaty on cyber matters that applies equally to all countries.
Perhaps usa can never accept to be an equal country with anyone in any matter holding up the flag of American exceptionalism .
So the Ukraine war, May lay down some good ground on  how far a military alliance can go near the border of another super power, and If so called sovereign countries really have the sovereign power to enter and station, receive and export arms as they line based on their choices.
Will usa and UK and European Union accept that kind of sovereignty? 
Perhaps some Russian and Chinese and Iranian presence in Venezuela  and Cuba to begin with and expanded to other South American countries willing to partner with them, then Asia and one day soon some place in Europe in the middle of Western Europe.
If Finland and Norway join NATO that may be next expected thing! 
Will usa and europe accept that or threaten nuclear war against China and Russia.
A usa destroyer seems to be passing through Taiwan straights!
May be some day soon Russian and Chinese ships will pass usa and European coasts in international waters in a similar manner. 
The world military affairs can really get very democratic, each sailing close to others and so no wars!
Wonderful idea!",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,How can you use a currency that can be used to pay ur bills,Ugz5i1o03KxNVahboOJ4AaABAg,1,0,How can you use a currency that can be used to pay ur bills,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"actually take wealth out of society you will then have no rich or poor 
if you do that you can actually get something done without thinking about debt",UgxTcerRXxE09fkYqT14AaABAg,0,0,"actually take wealth out of society you will then have no rich or poor 
if you do that you can actually get something done without thinking about debt",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Poland and Bulgaria refused to pay for gas according to the new scheme: first you need to buy Rubles for Euros in Russia, then you need to transfer these rubles to Gazprom for gas. No money - no gas, it's simple! Let them pay, then Russia will supply them with gas. The store won't give you bread if you don't pay for it, right? Russia will also not supply you with gas unless you pay for it. This is a market economy.",UgzJ9EbyB9AdSRlJLnN4AaABAg,0,4,"Poland and Bulgaria refused to pay for gas according to the new scheme: first you need to buy Rubles for Euros in Russia, then you need to transfer these rubles to Gazprom for gas. No money - no gas, it's simple! Let them pay, then Russia will supply them with gas. The store won't give you bread if you don't pay for it, right? Russia will also not supply you with gas unless you pay for it. This is a market economy.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"This video didn't explain why payments in national currency are expected, what reasons lie under that decision. So watchers don't even have that piece of information to make their own judgement.",UgwHtlYr1LCQbqVbLct4AaABAg,0,0,"This video didn't explain why payments in national currency are expected, what reasons lie under that decision. So watchers don't even have that piece of information to make their own judgement.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"A day without hypocrisy is a day wasted. 
- The West",UgxiwV2NAwHnjLK7Eet4AaABAg,0,1,"A day without hypocrisy is a day wasted. 
- The West",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Goodbye German Volkswagen and BMW hello Chinese Li Auto!,UgwgLgmenpMtesSXt9x4AaABAg,0,3,Goodbye German Volkswagen and BMW hello Chinese Li Auto!,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Tit for tat. If you don't pay, you don't get. Let European governments bear the dire consequences of their insane decisions for the sake of western leaders and their imperial aims. Let's see the real democracy now.",UgysjhDFM6-dGFRL4pZ4AaABAg,0,0,"Tit for tat. If you don't pay, you don't get. Let European governments bear the dire consequences of their insane decisions for the sake of western leaders and their imperial aims. Let's see the real democracy now.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"'We could end US homelessness tomorrow 
but we fuel the military-industrial complex'.

Why the US can’t solve homelessness? 
Homelessness is costing taxpayers a lot of money. 
In 2019, New York City spent a record-breaking $3 billion 
to support its homeless population. 
California is expected to break its record, 
allocating $4.8 billion to the same issue over the next two years. 

Despite the rising budget, 
overall homelessness in the US 
has improved by only 10% compared with 2007.",Ugyi_vm-v988VPefuVx4AaABAg,0,0,"'We could end US homelessness tomorrow 
but we fuel the military-industrial complex'.

Why the US can’t solve homelessness? 
Homelessness is costing taxpayers a lot of money. 
In 2019, New York City spent a record-breaking $3 billion 
to support its homeless population. 
California is expected to break its record, 
allocating $4.8 billion to the same issue over the next two years. 

Despite the rising budget, 
overall homelessness in the US 
has improved by only 10% compared with 2007.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"They are two earths : one peace time earth and the other wartime earth, all  intuitive creation of of the world's most senior primates",UgxEgDTh0a2JuCUR_p14AaABAg,1,0,"They are two earths : one peace time earth and the other wartime earth, all  intuitive creation of of the world's most senior primates",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Hypocrisy at its best.,Ugyj_iH-7orzJX__fzV4AaABAg,0,0,Hypocrisy at its best.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Russia can't use Dollar and Euro as currencies, So if you are not paying in Rubel then you are basically taking free Gas. They are willing to accept Indian Rupees though.",UgxPHc0OweaDIx7qO4R4AaABAg,8,34,"Russia can't use Dollar and Euro as currencies, So if you are not paying in Rubel then you are basically taking free Gas. They are willing to accept Indian Rupees though.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,GREAT MOVE PUTIN,Ugw_Aw1Rs_gEtY1R8AF4AaABAg,1,1,GREAT MOVE PUTIN,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"बर्बाद गुलिस्ताँ करने को तो ,एक ही उल्लू काफी था , यहां हर शाख पे उल्लू बैठा है ,अंजाम -ए -गुलिस्ताँ क्या होगा।
Meaning:
For destroying the wonderful garden, even one owl is sufficient,
Here there is an owl on each branch, wonder what would happen to the garden.",UgxcblGIk3Nq5eKO7bd4AaABAg,0,1,"बर्बाद गुलिस्ताँ करने को तो ,एक ही उल्लू काफी था , यहां हर शाख पे उल्लू बैठा है ,अंजाम -ए -गुलिस्ताँ क्या होगा।
Meaning:
For destroying the wonderful garden, even one owl is sufficient,
Here there is an owl on each branch, wonder what would happen to the garden.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,It’s the right time to change your energy sources. It’s spring and you have months to switch to green.,Ugykr-8tN-S0TtXKOyd4AaABAg,12,22,It’s the right time to change your energy sources. It’s spring and you have months to switch to green.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Russia helped NATO and EU to stop using gas from Russia. So , both NATO and EU must thank Russia. Poland can buy more expensive and valuable gas from USA",UgzMRSYOCesZFOl_Ibl4AaABAg,0,0,"Russia helped NATO and EU to stop using gas from Russia. So , both NATO and EU must thank Russia. Poland can buy more expensive and valuable gas from USA",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,The bbc needs to talk about Ecosia they are a search engine that plants tress,Ugwm85sg0M_DvGukQ-p4AaABAg,1,0,The bbc needs to talk about Ecosia they are a search engine that plants tress,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,because you remove wealth from your society all the other nations will not be equal to where you live in fact that will be something to think about 80 nations against 1,UgzPYR1dRx1gHkuzz6F4AaABAg,0,0,because you remove wealth from your society all the other nations will not be equal to where you live in fact that will be something to think about 80 nations against 1,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,lol OK imagine not paying for your gas at the gas station then complaining about it.,Ugzrp3PW8G6ZCOTh50J4AaABAg,5,5,lol OK imagine not paying for your gas at the gas station then complaining about it.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"You said President Putin...,didn't you mean Dictator Putin?",UgxXJhQwOe3qtn2jMyR4AaABAg,1,8,"You said President Putin...,didn't you mean Dictator Putin?",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"The Backdoor That Keeps Russian Oil Flowing Into Europe  | Bloomberg
Shell will buy Russian oil if it is at least half mixed with oil from another country.
“In the case of Shell, the company made changes to the so-called general terms and conditions of its contracts to allow Russian blending … The point is to sell a barrel of which only 49.99% is produced in Russia. According to Shell, since the rest 50.01% comes from other sources, the oil cargo is technically not of Russian origin,” the news agency writes.",Ugw6eaN32uxDYWVET-h4AaABAg,0,0,"The Backdoor That Keeps Russian Oil Flowing Into Europe  | Bloomberg
Shell will buy Russian oil if it is at least half mixed with oil from another country.
“In the case of Shell, the company made changes to the so-called general terms and conditions of its contracts to allow Russian blending … The point is to sell a barrel of which only 49.99% is produced in Russia. According to Shell, since the rest 50.01% comes from other sources, the oil cargo is technically not of Russian origin,” the news agency writes.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"no wealth no debt in fact no caste no tax
what do you at that point ethics
no policy will exist in that place",UgziP46DXNrngadyw4p4AaABAg,0,0,"no wealth no debt in fact no caste no tax
what do you at that point ethics
no policy will exist in that place",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Now economics is cheating! did u think cheating economy no costs?  did u think cheating people no costs?,UgweZqDQVUD-ITZ1-ax4AaABAg,0,0,Now economics is cheating! did u think cheating economy no costs?  did u think cheating people no costs?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"The people of Ukraine are truly inspiring. They'd done vastly better than I ever could have imagined. Facing down Russia! Who could have believed it? Ukraine, you are amazing. Love and deep admiration from          new York.  🇺🇦🤝🇺🇲",UgyqXYde1CCqCi1Jl7p4AaABAg,8,15,"The people of Ukraine are truly inspiring. They'd done vastly better than I ever could have imagined. Facing down Russia! Who could have believed it? Ukraine, you are amazing. Love and deep admiration from          new York.  ",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Luckily we are heading into summer where gas is less needed.,UgztsCk3MBTr6qa1M8h4AaABAg,0,0,Luckily we are heading into summer where gas is less needed.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,thanks Mr. Putin...,UgwhnL5F3-g4ebXsEXJ4AaABAg,0,0,thanks Mr. Putin...,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"I ve read all your comments ... some of you attack and/or are heavily opposed to Russia, definitely prejudiced, but really, why ? let me diverse and simplify the statement above:   If YOU go to MAC DONALD's buy a burger would they allow you to pay in Rubles? YOU would BE THE JOKE & BLOODY LAUGH, on you ... and if you insist you would be kicked out !!!",UgwimsKa378Oosibsz14AaABAg,3,1,"I ve read all your comments ... some of you attack and/or are heavily opposed to Russia, definitely prejudiced, but really, why ? let me diverse and simplify the statement above:   If YOU go to MAC DONALD's buy a burger would they allow you to pay in Rubles? YOU would BE THE JOKE & BLOODY LAUGH, on you ... and if you insist you would be kicked out !!!",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,UK is to hold a meeting to appoint a minister to organize a meeting to talk about e the energy crisis and what oppotunities there are for multi-million pound contracts for MPs and friends.,UgwSlwzU6EcPrmnP19p4AaABAg,1,3,UK is to hold a meeting to appoint a minister to organize a meeting to talk about e the energy crisis and what oppotunities there are for multi-million pound contracts for MPs and friends.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Who cares what Ukraine says? What does Syria say? or yemen or Libya,Ugy4HY34MAQFRquMfbl4AaABAg,1,5,Who cares what Ukraine says? What does Syria say? or yemen or Libya,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"British gas did the same to me when I insisted on paying them in Naira 
😳",Ugzt8Zb1MXz99P76wt14AaABAg,2,7,"British gas did the same to me when I insisted on paying them in Naira 
",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Don't count on Brandon for you gas needs, he will only supply you with the gas derived from pudding",Ugwj8SSDOV8nIrClLMR4AaABAg,1,4,"Don't count on Brandon for you gas needs, he will only supply you with the gas derived from pudding",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Its crazy that the president of Ukraine cant even defend his own country with out help but wants to tell the rest of the world what to do and think.,UgydixwGfhd7-90XBod4AaABAg,2,1,Its crazy that the president of Ukraine cant even defend his own country with out help but wants to tell the rest of the world what to do and think.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Poland had already said some time ago that will be terminating current  contract with Russia expiring in a few months. Anyways that was very much expected in Poland, people are prepared.",Ugzvx8071NRNYS_db-14AaABAg,1,0,"Poland had already said some time ago that will be terminating current  contract with Russia expiring in a few months. Anyways that was very much expected in Poland, people are prepared.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Late but good decision.  Interested to know when Russia is going to stop the valves to other NATO countries.,Ugyvo11IbhVgWQ48SAd4AaABAg,17,19,Late but good decision.  Interested to know when Russia is going to stop the valves to other NATO countries.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Stock prices for Gazprom probably just tanked.,Ugw6dI_m2VbejrVVm-14AaABAg,0,0,Stock prices for Gazprom probably just tanked.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"What so it's I will not pay, but you must supply. It's not a Russian decision, it is a decision not to pay for it in rubles. Which is down to each country.",Ugw3lx4FHiF-qbfE_jp4AaABAg,5,6,"What so it's I will not pay, but you must supply. It's not a Russian decision, it is a decision not to pay for it in rubles. Which is down to each country.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Pay in ruble and get your gas....or bow down to Uncle Sam's phony dollars,Ugyd9uDPQZHbGWHcpDZ4AaABAg,0,1,Pay in ruble and get your gas....or bow down to Uncle Sam's phony dollars,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Let them USA supply with gas now😂😂,UgwjIFRlzjmG_45Ua4p4AaABAg,0,2,Let them USA supply with gas now,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,One day the Ukraine refugee going to march down your street with Bandera portrait. I really want to see what will happen then.,UgyBPmBhaOvrUNit63Z4AaABAg,0,1,One day the Ukraine refugee going to march down your street with Bandera portrait. I really want to see what will happen then.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,🤣🤣 going to be a tough winter in Poland.🥶🥶🥶,Ugyd8krhmrMj7snwRVB4AaABAg,0,1, going to be a tough winter in Poland.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Europe could use windmill electric source and solar panel,UgwOp4gMZcfdwcbtjad4AaABAg,1,0,Europe could use windmill electric source and solar panel,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,these people have too much power with sensory perception but not all that is effective with logical reasoning its based on the trend and the means of charming the crowd instead of being ethical and admitting what you do not know,Ugy1qfd9nb-JGnlOLGR4AaABAg,0,0,these people have too much power with sensory perception but not all that is effective with logical reasoning its based on the trend and the means of charming the crowd instead of being ethical and admitting what you do not know,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Another Awesome VideO As Always * 💋
❤
Love your Channel 💙 bbc news",UgyxXZOZIdn_hEqKl6F4AaABAg,4,4,"Another Awesome VideO As Always * 

Love your Channel  bbc news",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Play god, it’ll backfire.",Ugx9m6sRuD6wnnDWHX14AaABAg,0,0,"Play god, it’ll backfire.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Europe was warned by the U.S. not to put all their eggs in one basket. Russia: Pay me!,UgwTrZ5cdIz8mQKbTEN4AaABAg,6,6,Europe was warned by the U.S. not to put all their eggs in one basket. Russia: Pay me!,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Bulgularia is 90% dependent on Russian gas. 
What are they going to do? Its one of the poorest countries in EU.
Lets see how EU gonna help its ally.",UgxS0liSk2-vhFUBm7t4AaABAg,3,4,"Bulgularia is 90% dependent on Russian gas. 
What are they going to do? Its one of the poorest countries in EU.
Lets see how EU gonna help its ally.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Huh? Shouldn't they not be buying it in the first place?,UgyCShg-2flm5C3tJrN4AaABAg,1,0,Huh? Shouldn't they not be buying it in the first place?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"Deuteronomy 23:7.

🇺🇸🇬🇧🇮🇱 The Sixth is over. Waiting for The Seventh to come. Revelation 17.",UgzrcA4QNxOxGZwKzpx4AaABAg,0,0,"Deuteronomy 23:7.

 The Sixth is over. Waiting for The Seventh to come. Revelation 17.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"NATO Nations should send them fuel. 

And send Russia something else...",Ugy-IUjEJsLCDO34JsR4AaABAg,0,0,"NATO Nations should send them fuel. 

And send Russia something else...",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"""No need Russia 
 We knows how  defend ourselves """,UgyR5KskDZaxcLMHgE54AaABAg,2,1,"""No need Russia 
 We knows how  defend ourselves """,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"THIS will lead to a worldwide, global ECONOMIC COLLAPSE!
And who knew that Russia had THAT KIND OF POWER in the palms of their hands!",UgyCjzjIpeUXcHvgd6d4AaABAg,2,2,"THIS will lead to a worldwide, global ECONOMIC COLLAPSE!
And who knew that Russia had THAT KIND OF POWER in the palms of their hands!",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Destroy oil depot in Russia easy,UgyhGoqiTE3zn_moZ5N4AaABAg,0,0,Destroy oil depot in Russia easy,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Why is it blackmail?,Ugxo2bcywXO5uyuagxh4AaABAg,3,2,Why is it blackmail?,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,Russia should have done that long time ago.,UgwI-spRsCVaei56Glh4AaABAg,6,23,Russia should have done that long time ago.,en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,"In Ethiopia in Amhara region Gondar city Muslims are being attacked by armed terrorist orthodox Christians. and on April 26 they killed more than 21 unarmed Muslims during a funeral ceremony who were fasting even before they seat for iftar, may Allah give them Jenetel Firdows not only this but also, they burnt scores of mosques and destroyed Muslims houses around the city. The government is an accomplice with them and denied the facts despite the strong evidences. I would like to ask all Muslims around the world to stand with Ethiopian Muslims in Gondar city and make dua for them and the international community should address this issue. Please share this information for Muslims around the globe to hear it.",Ugxbw_7E23QDXQLcs494AaABAg,0,1,"In Ethiopia in Amhara region Gondar city Muslims are being attacked by armed terrorist orthodox Christians. and on April 26 they killed more than 21 unarmed Muslims during a funeral ceremony who were fasting even before they seat for iftar, may Allah give them Jenetel Firdows not only this but also, they burnt scores of mosques and destroyed Muslims houses around the city. The government is an accomplice with them and denied the facts despite the strong evidences. I would like to ask all Muslims around the world to stand with Ethiopian Muslims in Gondar city and make dua for them and the international community should address this issue. Please share this information for Muslims around the globe to hear it.",en
BBC News,Russia halts gas exports to Poland and Bulgaria amid war in Ukraine – BBC News,Russian energy giant Gazprom says it has halted gas exports to Poland and Bulgaria over the countries' refusal to pay for ...,ZELV_th4dG0,This is proof the world needs eachother.,UgwupCCsxdWUoQkO0dt4AaABAg,0,2,This is proof the world needs eachother.,en
